회원번호,아이디,비밀번호,회원이름,주민등록번호(앞),주민등록번호(뒤),회원주소,전화번호(앞),전화번호(중),전화번호(뒤)
120331,xosyou06,oc645804,유채아,910228,2196498,전남 완도군,10,4248,3185
110345,xuc68403,ihvibh62,송준혁,860930,1213929,전남 광양시,10,9497,3185
110346,keu1432,ervn8607,남도윤,830331,1378993,전남 장성군,10,5113,3188
120332,zer8188,ictxol05,조소윤,920331,2582704,경북 예천군,10,8101,3188
120333,ba8152,enwruk10,정세은,920731,2086622,경북 김천시,10,2584,3190
121488,wu1268,osgibx96,강지율,861031,2953257,경북 영덕군,10,7826,3191
120334,qaq5743,oflbax00,최다인,811130,2539930,경북 영주시,10,9523,3194
120335,vew0961,unpims39,곽다윤,900731,2853488,경북 영주시,10,4970,3198
110347,vix62078,az407481,진승민,970131,1576237,경북 성주군,10,2926,3200
120336,jan0101,en517458,차민아,991231,2817109,경북 성주군,10,4751,3205
110348,can7127,ol120347,우시후,990131,1829144,경북 영주시,10,7736,3207
110349,fiv58733,it210633,이동현,950630,1226549,경북 안동시,10,5435,3208
120337,bi3722,al032772,백유주,901231,2288066,경북 포항시,10,8942,3208
110350,kognic51,ukfomr97,양태양,960630,1833764,경북 영주시,10,3973,3213
110351,xif4335,orfkuk97,정승준,830228,1207987,경북 영양군,10,8484,3223
110352,se3839,uw708136,송준호,961031,1807845,경북 김천시,10,8157,3225
120338,tun2891,ojculh33,양채은,970331,2060307,경북 봉화군,10,1483,3230
110353,heyzou1446,ilians12,권윤재,810531,1733827,경북 성주군,10,6470,3231
110354,maf7046,el590606,나선우,870228,1166142,경북 포항시,10,4121,3239
120339,hou4739,elwvai82,백세은,981130,2899516,경북 성주군,10,8162,3243
120340,xux4560,oh261930,엄나윤,911231,2521037,경북 김천시,10,4648,3244
110355,gikzor9586,intezr64,허지후,830731,1183219,경북 영주시,10,7258,3246
121457,cas23806,ex116790,문혜원,911231,2561480,경북 고령군,10,4089,3247
120341,nab78324,us712623,서예빈,951231,2415184,경북 봉화군,10,5804,3249
110356,kuf3315,amcz5290,우지한,810531,1082340,경북 군위군,10,9134,3253
120342,tiz0448,ambkol60,홍지아,950331,2085211,경북 문경시,10,7211,3256
110357,xiccow0082,onbopc33,엄승원,951031,1325309,경북 고령군,10,6021,3266
110358,melxoo90,iriuhb22,엄준수,800930,1549094,경북 영주시,10,3257,3279
110359,qav8399,iqdk9577,류서준,900228,1460356,경남 거제시,10,2050,3280
110360,qaa7272,az015427,주하민,910930,1352652,경남 남해군,10,2973,3282
120343,nam4500,ep421054,전채은,880531,2617501,경남 함양군,10,9936,3282
120344,lul2725,amwkij55,진주하,830331,2889939,경남 진주시,10,7335,3284
110361,topmeo60,ubeudl98,백윤호,821031,1134070,경남 고성군,10,7654,3285
120345,jik0691,ugukaf06,유혜원,990731,2260393,경남 거창군,10,4435,3287
110362,cec76307,al939557,정윤재,971031,1065678,경남 통영시,10,2378,3288
110363,lir36419,ay651682,오민찬,900131,1656122,경남 밀양시,10,5217,3298
120346,qog7119,uk665841,정예원,810630,2588493,경남 창녕군,10,2527,3301
110364,lul28332,od697844,박민석,990228,1584124,경남 창녕군,10,7342,3301
110365,ciu1279,uvcxuk51,강윤호,990731,1980186,경남 의령군,10,3300,3303
110366,hastid79,unyasj90,원성민,980630,1081609,경남 남해군,10,5035,3307
110367,qau7407,izuqax10,곽승현,940228,1404494,경남 남해군,10,2584,3314
121412,zax1214,uv251537,최채린,930731,2110530,경남 창원시,10,4782,3314
110368,muzcah97,icfunq69,원지훈,910930,1950402,경남 하동군,10,3028,3317
110369,teo6592,us877517,남도훈,951130,1070869,경남 통영시,10,4329,3319
110370,quf3901,in486190,허재원,980131,1162922,경남 진주시,10,9184,3319
120347,yew1756,uk665841,오채린,810630,2557307,경남 진주시,10,1324,3326
120348,pepham50,apeowg12,신지수,850531,2055375,경남 진주시,10,1026,3329
110371,huo3553,ad434018,손재윤,830331,1214294,경남 산청군,10,1171,3329
110372,ke9321,od018348,민은찬,910131,1380329,경남 통영시,10,5661,3333
120349,xug93464,uc210092,남윤아,920131,2656814,경남 산청군,10,3181,3336
120350,kou2108,ejtoqu42,홍예은,840131,2251778,경남 창녕군,10,1623,3337
120351,walkis8642,um804281,나예은,931130,2868972,경남 김해시,10,5559,3339
110373,coa62253,eh804464,심민호,841231,1457029,경남 통영시,10,1017,3342
120352,ca7618,ixsyur69,나시은,961231,2660713,서울 서대문구,10,5884,3349
120353,tetguo1148,ur911956,양지수,981031,2017059,서울 서초구,10,3333,3357
110374,roo42990,im507160,신승민,850731,1474733,서울 영등포구,10,1975,3359
110375,nibhuc2947,usxave28,우재윤,930630,1897599,서울 강북구,10,5671,3359
110376,mov7993,ityx3132,오도현,821231,1892909,서울 중구,10,4748,3360
120354,doj45941,uh598370,권은서,970228,2261837,서울 성동구,10,2621,3363
120355,goa4234,ep740237,안수현,971130,2206914,서울 동작구,10,9753,3365
120356,fow10873,it771437,조연서,960229,2836631,서울 종로구,10,4464,3366
110377,caycix5225,affiys64,진수호,961031,1573696,서울 마포구,10,9664,3368
110378,hao15469,uw856261,주민찬,811231,1233305,서울 강남구,10,3070,3369
120357,yew62752,ah698869,원서율,811130,2949712,서울 동작구,10,7386,3371
120358,hov2053,avmdir37,문수아,900930,2983891,서울 구로구,10,1369,3372
110379,kiw1963,adrsek56,홍윤호,920630,1572203,서울 양천구,10,2087,3373
120359,reo46306,aybkei91,우혜원,921231,2523229,서울 성북구,10,1260,3375
110380,xax38662,adguta36,백준성,810630,1988926,서울 금천구,10,2559,3385
120360,nut8760,ubjwew41,주지윤,890131,2026175,서울 성동구,10,4866,3387
110381,heh6218,aw979366,채민호,991031,1506572,서울 구로구,10,1045,3391
120361,gaj2626,ozipov68,채나윤,811231,2665833,서울 양천구,10,5423,3391
110382,vuq4862,ud430877,차준영,820731,1859678,서울 마포구,10,9318,3391
110383,nuf4683,am908924,조하민,820228,1992377,서울 송파구,10,5087,3392
110384,wub1905,eprjup45,채건우,920531,1576261,서울 마포구,10,6974,3395
120362,bailoj4541,axzuth54,전채린,980430,2008098,서울 서대문구,10,8039,3397
110385,haz1483,ed989163,주하준,961231,1575344,서울 동작구,10,1392,3399
120363,yoy9285,evnvor41,원서은,940228,2597095,서울 서초구,10,2938,3399
110386,ruw42128,inmufi16,나정우,870131,1571615,서울 강서구,10,4209,3399
120364,tex1105,attroa99,나유주,971130,2856436,경기 김포시,10,9311,3399
120365,jaa4093,ajcugf35,허윤서,810630,2349783,경기 의정부시,10,4217,3404
120366,lad5242,oxwtov72,강소윤,990831,2426852,경기 의정부시,10,3648,3411
110387,siw68819,eyjaje89,나민우,851031,1362703,경기 안성시,10,8787,3413
110388,conyat61,apuugk12,엄민찬,940228,1022430,경기 평택시,10,8119,3420
121402,rid3435,es128150,손예서,800930,2995214,경기 광명시,10,1907,3425
110389,cud7380,os754306,백지우,810630,1403618,경기 안성시,10,7634,3425
110390,tit2423,ik093932,박윤호,911231,1040417,경기 안산시,10,8334,3426
120367,peq83753,ed321898,원서하,971231,2880625,경기 포천시,10,9695,3429
110391,qojsiw4701,uskemv10,홍현수,910831,1994003,경기 평택시,10,4555,3430
120368,jiz4374,uyfuhe37,류다인,980430,2634360,경기 안양시,10,5869,3431
110392,deb50834,if784994,배재원,980731,1859303,경기 양주시,10,8156,3432
110393,gos8524,ijbp1747,강도훈,821130,1934024,경기 안양시,10,5623,3433
110394,lei70791,ag011443,정승원,851231,1451924,경기 오산시,10,2802,3438
120369,siykaj9435,uhagov52,허하은,840930,2732217,경기 부천시,10,9534,3439
120370,wey2258,um546286,권서영,870331,2533238,경기 동두천시,10,4485,3442
120371,pi4739,inrenh51,조수현,960229,2944839,경기 안산시,10,7816,3443
120372,hok3998,owotaw96,곽유주,960531,2871827,경기 부천시,10,8415,3446
110395,vovrez8168,utloga59,황민재,951231,1314240,경기 군포시,10,7122,3448
120373,boq4177,ic358101,원유나,890531,2348824,경기 군포시,10,9206,3452
110396,so1969,eh832968,원정현,850930,1564309,경기 수원시,10,4031,3456
120374,col6164,opagio11,박지연,940331,2288475,경기 김포시,10,4405,3464
110397,pom6993,iddv1969,송현준,870531,1793627,경기 양주시,10,8169,3464
120375,fan3233,elokub71,강채아,820331,2725535,경기 오산시,10,3553,3467
110398,rie8908,at826092,안규민,990831,1390470,경기 김포시,10,6882,3475
110399,riztoq1751,bi298615,문태윤,914971,1736730,서울 종로구,10,9402,3476
110400,caf71082,ew138870,지민석,960331,1456910,서울 송파구,10,2262,3477
120376,pak74456,agvuli69,원예빈,910430,2573695,서울 중구,10,6654,3477
110401,houceo1620,re596695,전우진,928097,1409275,서울 양천구,10,9167,3486
110402,dao96723,at600637,조시현,960531,1327721,서울 금천구,10,9318,3491
120377,qaw0065,acideq37,라서은,830630,2054547,서울 도봉구,10,6473,3496
110403,vod09166,is876907,안시원,960131,1524721,서울 중랑구,10,4512,3498
110404,vix85881,if543098,권준희,981231,1040516,서울 중구,10,8027,3498
120378,sin9305,uqeboq61,강현서,920430,2444938,서울 은평구,10,8066,3498
120379,haf1445,ir319728,홍예지,941130,2658505,서울 동대문구,10,2439,3502
110405,sa9682,er164998,남승준,830131,1922332,서울 도봉구,10,2691,3508
110406,paicoy1507,unzoqs61,민은우,900731,1205571,서울 강서구,10,4626,3512
120380,fib2118,ig715974,황하율,960131,2610221,서울 동작구,10,4068,3516
120381,huz1836,ixrcuh16,노서윤,980831,2378708,서울 양천구,10,3370,3521
110407,vi1248,ac668353,우지후,811130,1274891,서울 노원구,10,8659,3522
110408,xiz25674,ebvodn03,백수현,880630,1726773,서울 동작구,10,2682,3531
110409,ho0731,iq386674,서윤호,830630,1162253,서울 도봉구,10,5614,3533
120382,roa4423,igwfin24,임지현,890731,2264949,서울 송파구,10,6147,3535
120383,bab4002,olpehu08,엄윤지,970531,2749103,서울 중랑구,10,8730,3536
120384,lo9058,ihscez12,문지윤,980430,2537229,서울 서초구,10,7647,3541
110410,tet2285,ib244732,안윤성,841231,1208727,서울 중랑구,10,8916,3541
110411,nal3543,oc513705,안은호,820228,1996106,서울 성동구,10,1983,3550
110412,zon8251,ecik1108,정준영,981031,1954816,서울 관악구,10,1329,3559
120385,boe2316,uh881457,곽세아,830831,2996740,서울 서초구,10,6896,3560
110413,poiram63,ixsatm30,남준호,900430,1978557,서울 중구,10,6737,3561
120386,ceb1381,odmlil22,백하영,910831,2787546,경기 과천시,10,5985,3563
110414,cau2865,oyshai50,고서진,870531,1557356,경기 파주시,10,6979,3570
120387,vep8993,oggwov75,최유나,930930,2436364,경기 동두천시,10,4245,3572
110415,xuofuh5871,orralc24,손승우,850531,1760181,경기 여주시,10,4673,3575
120388,coc9212,usmvul00,주예나,991231,2042100,경기 시흥시,10,3601,3576
110416,ken09407,ob687250,나도현,860731,1352570,경기 평택시,10,7196,3578
110417,siwvuv29,otsuko32,안시우,970930,1592410,경기 동두천시,10,4749,3584
110418,sir4773,ep712139,박수호,940131,1767689,경기 양주시,10,6241,3584
110419,xi6223,ih892603,지하민,830630,1365812,경기 양주시,10,9435,3586
120389,fuw2650,uxabeg44,윤채은,820228,2027285,경기 의왕시,10,5772,3589
110420,nuy24813,uc947013,권승현,900731,1697170,경기 동두천시,10,6864,3591
110421,zuz26952,ip814048,황한결,820430,1251884,경기 평택시,10,1709,3596
120390,zeryui75,et725057,지연서,881130,2876687,경기 파주시,10,5513,3597
120391,non7321,aw751508,안예빈,990531,2664041,경기 여주시,10,3959,3598
110422,nam18513,an305665,하현서,830131,1280682,경기 동두천시,10,1575,3601
120392,faq0885,anppec46,이은채,820430,2684871,경기 하남시,10,9690,3601
110423,yoz16235,eq121484,류준호,820131,1945679,경기 의정부시,10,8450,3603
120393,wikpal9764,iddlou70,구지우,951130,2418240,경기 시흥시,10,4145,3607
110424,xat27679,eb181868,배이안,990430,1465207,경기 부천시,10,5174,3607
110425,fav89788,ip682186,노한결,951130,1369579,경기 동두천시,10,4981,3608
110426,va2135,oz400986,노지후,881231,1068427,경기 이천시,10,2342,3614
120394,xio21848,arhifx03,차예나,800731,2928457,경기 부천시,10,2464,3615
110427,qes3136,on563276,노지성,950731,1177340,경기 하남시,10,5779,3615
110428,cei51645,adjeyf21,하정우,820731,1437090,경기 포천시,10,9886,3620
120395,liy7670,ejcask36,엄예린,870430,2895542,경기 포천시,10,9774,3621
120396,sam4118,aw607974,안수빈,960229,2887809,서울 용산구,10,5348,3622
120397,loq2255,abonae29,유지우,991130,2495486,서울 서대문구,10,7359,3623
120398,wayleb1283,eftyeb89,고수연,950228,2319685,서울 용산구,10,5442,3627
120399,qos6477,eb649047,구아윤,950131,2449895,서울 구로구,10,2373,3628
120400,piv07590,im052692,안하영,970430,2542875,서울 용산구,10,6759,3630
110429,dug4938,umps8324,채윤재,870630,1190154,서울 성북구,10,5782,3635
110430,bepgoa60,igaagg14,류승현,961130,1849190,서울 강남구,10,5451,3636
110431,zov7312,ek067681,전현수,820731,1010094,서울 동작구,10,6033,3637
110432,toe65613,om009289,문서진,821031,1392750,서울 성동구,10,4703,3638
120401,wee2485,im052692,구태희,970430,2543745,서울 서대문구,10,1113,3640
120402,vuh2314,or193446,신연우,870430,2862567,서울 중구,10,4899,3641
121440,wuy7829,edyzep90,백예지,860430,2403477,서울 동대문구,10,6880,3642
120403,du4433,afwoqh61,임예린,950630,2858286,서울 구로구,10,9019,3642
120404,qep6039,ub806225,백소민,840531,2943217,서울 구로구,10,2302,3644
110433,toq8170,es379581,최지후,800831,1450691,서울 영등포구,10,8768,3648
110434,loz93286,ij325123,채태양,920331,1025290,서울 은평구,10,1872,3649
120405,kebtak07,uqcayv30,이주아,880229,2021527,서울 성북구,10,4057,3649
110435,pok3792,iv734894,윤예성,891231,1268486,서울 은평구,10,5078,3654
110436,meo73480,erxass24,박태윤,990831,1318119,서울 양천구,10,4521,3662
110437,qau7709,eg053242,송윤호,971231,1248958,서울 노원구,10,6045,3664
120406,lic16630,aywoxt70,송주아,900131,2273152,서울 성북구,10,2439,3665
120407,lew7055,opvhil13,박윤지,870531,2786064,서울 송파구,10,4981,3667
110438,lau7947,ey603256,오유준,971130,1605573,서울 중랑구,10,6543,3667
120408,seaduy6993,uq770847,하서아,860930,2175441,서울 송파구,10,1232,3670
120409,foy7572,udhozu62,정유나,950228,2265101,서울 서초구,10,5808,3677
120410,fir6420,evkavy10,윤하은,860531,2325762,부산 동래구,10,4724,3679
120411,finwol8717,ab231878,문가윤,920430,2186390,부산 금정구,10,7805,3682
120412,nuk5631,ab231878,라하영,920430,2185888,부산 서구,10,4714,3684
120413,lae7675,ucpaxk86,손혜원,830531,2657105,부산 사하구,10,3577,3687
110439,las7341,ug284780,장시현,810228,1344324,부산 강서구,10,9636,3687
110440,feqwah2368,fi725482,고하준,912112,1400004,부산 부산진구,10,6299,3688
120414,him6452,utvomy28,민예서,850630,2985101,부산 사하구,10,1088,3689
110441,voq2028,ucpj2460,정은성,920531,1231871,부산 연제구,10,3783,3690
120415,dow32962,obisix97,홍연서,990930,2782949,부산 동래구,10,1237,3692
110442,xuq8841,ib494204,노수호,930630,1512856,부산 금정구,10,7962,3692
110443,deg2880,uv425704,고민규,981130,1215390,부산 부산진구,10,7442,3693
110444,bupboa86,eddezk28,오민혁,911031,1370185,부산 부산진구,10,7930,3693
120416,ko2846,at457552,송다인,921031,2042734,부산 금정구,10,2774,3700
110445,rer55455,ax747326,백승준,951130,1154017,부산 연제구,10,3393,3701
110446,tic51883,ad043201,라지우,881130,1204257,부산 남구,10,7836,3701
110447,yer8876,edqh1920,송지율,941031,1864270,부산 남구,10,5837,3702
110448,ter89847,al699690,심윤성,810331,1417675,부산 동래구,10,8414,3703
120417,saz1768,opihic58,강채원,831231,2486553,부산 금정구,10,6781,3704
120418,fiw42780,ad494091,구아영,970630,2630694,부산 동구,10,1819,3705
120419,seo5751,eh856156,오연우,801130,2212777,부산 중구,10,5421,3716
110449,vol17172,us336282,박율,940131,1296004,부산 영도구,10,3027,3720
110450,jon71780,od792409,백준성,860228,1384765,부산 사하구,10,5054,3720
120420,re5251,ek887702,신윤서,830531,2530315,부산 중구,10,4794,3722
110451,johvay3018,ne962394,전지완,967116,1310091,부산 남구,10,8535,3725
110452,kez12645,imferk30,곽서준,810131,1874364,부산 부산진구,10,7606,3727
110453,hix0527,eq708568,라승민,820430,1207195,대구 동구,10,3314,3730
110454,ta4226,oz104303,곽지원,880131,1915811,대구 북구,10,3854,3730
110455,vey7234,ekbm4249,채재민,930930,1003469,대구 남구,10,5527,3731
110456,mo6577,el116350,서주원,920131,1675413,대구 서구,10,1530,3732
120421,xai49124,uq894030,문지원,930630,2271961,대구 동구,10,8276,3732
120422,vui3390,oj033634,민아린,840630,2423070,대구 동구,10,9858,3732
120423,xit9487,ufhoki63,곽하영,970831,2402093,대구 수성구,10,7366,3734
110457,qal0701,anzboz02,주지후,930430,1331023,대구 북구,10,6563,3738
110458,yau5152,eq222925,주선우,870228,1609364,대구 남구,10,1519,3740
120424,yohpij89,eq596714,안지현,901231,2436984,대구 달서구,10,2984,3742
120425,jeh1837,oryzod08,전서은,901231,2172343,대구 동구,10,7897,3746
120426,luo34761,av374114,권아영,810831,2892583,대구 북구,10,8290,3748
120427,ra8096,av374114,남민지,810831,2890739,대구 달서구,10,2093,3750
120428,guh4062,ar133217,하민채,840229,2395285,대구 중구,10,4316,3757
110459,xax5671,odcl7953,윤하람,860531,1347094,대구 중구,10,6717,3759
110460,suexom08,iqeacr31,주준성,820831,1248069,대구 달서구,10,4994,3762
110461,gal90278,oy602935,홍도윤,960131,1568691,대구 달서구,10,7560,3764
110462,jii6070,ik645755,송유찬,980630,1796764,대구 북구,10,2489,3765
110463,vuh57281,aguigo74,노지안,971231,1054526,대구 북구,10,5994,3765
110464,sih7459,ut799154,나규민,920531,1407244,대구 수성구,10,4915,3768
110465,ber14557,iwluru92,하준서,801130,1185027,대구 북구,10,8737,3769
120429,baj3120,ad964939,나소연,830131,2105697,대구 중구,10,4636,3770
120430,sintas44,ad964939,허민주,830131,2105999,대구 수성구,10,8159,3770
121495,vo5711,ic554645,주하윤,970531,2743864,대구 중구,10,2027,3773
110466,muv95463,ic682604,권은찬,940228,1771575,대구 동구,10,5497,3781
110467,kop7525,oprg3582,조지안,860331,1244464,인천 중구,10,4167,3785
110468,cag7603,ur806019,유연우,860630,1568639,인천 연수구,10,2106,3787
110469,jicfiu5007,we280438,문우빈,971590,1634309,인천 연수구,10,6251,3789
110470,xi1985,ed329690,신하진,971031,1381520,인천 부평구,10,4479,3794
110471,qoudic4753,efpowa12,윤지호,830731,1233547,인천 중구,10,1757,3796
110472,fuu83701,ut933892,강준수,810430,1626614,인천 미추홀구,10,1140,3797
120431,woqqim56,uh375307,권지은,800630,2918255,인천 미추홀구,10,5581,3797
110473,zeo97369,un890848,허시우,940228,1937768,인천 연수구,10,7926,3797
110474,hia5100,uwjv6958,권하람,990531,1362735,인천 부평구,10,4231,3800
120432,muifuj1659,og660630,정승아,971130,2135754,인천 중구,10,9976,3800
110475,qonkak0840,re855711,정우진,933593,1552661,인천 서구,10,8422,3804
121499,pee66463,oknebp93,지하연,870228,2084097,인천 계양구,10,9718,3806
120433,sad7614,ir496408,백주하,960831,2000212,인천 남동구,10,1164,3820
110476,zil7978,uf826298,류연우,970131,1213677,인천 동구,10,8120,3820
120434,puc3336,oz473039,최지현,810331,2596869,인천 동구,10,9745,3824
120435,dox6648,ac238870,배나현,900630,2551998,인천 부평구,10,5797,3828
110477,yun5070,efqx9677,원재민,941231,1482720,인천 중구,10,8146,3832
120436,fob7709,ixkdir80,차수민,860131,2514706,인천 중구,10,3958,3833
110478,mif78986,iy600118,홍성준,820831,1984773,인천 연수구,10,5963,3834
120437,gin24036,okdurm30,라수민,930731,2374430,인천 중구,10,2841,3836
110479,zel5704,imrq2341,장예성,831031,1282904,인천 중구,10,8921,3838
110480,hin6829,exgx8812,차재윤,830831,1240905,인천 중구,10,5837,3844
120438,yef4544,imssou70,이채린,990430,2734908,인천 연수구,10,8704,3844
120439,rac8988,im746248,채수현,860630,2767601,인천 부평구,10,4113,3845
120440,fig9800,as451415,임유나,810930,2554893,인천 미추홀구,10,6341,3850
110481,yovnul13,atqikz88,나지원,830430,1586746,광주 광산구,10,1759,3855
120441,vet0695,ivfbix79,이아린,860430,2093662,광주 남구,10,3756,3857
110482,toqkov5773,ufjaxo05,문은성,810430,1797255,광주 동구,10,2930,3861
120442,jis7050,is140997,백지우,950331,2001869,광주 북구,10,5484,3861
120443,miw42456,izkevd63,손도연,910930,2816408,광주 서구,10,5334,3864
120444,kacsin8063,owdojp89,안예림,810930,2803880,광주 남구,10,7989,3869
120445,nux5716,inxdey14,류수빈,890630,2837054,광주 남구,10,1730,3873
110483,ted6777,iy307153,노정현,870930,1032858,광주 동구,10,4507,3873
110484,cuused8508,ujwovl08,신지호,800229,1551381,광주 광산구,10,5751,3874
110485,nem0356,eq745263,손하진,880531,1214346,광주 남구,10,7871,3877
120446,jee95156,en141048,곽연서,921231,2573304,광주 남구,10,4822,3880
110486,wes1692,olsq7041,강은호,980930,1438521,광주 북구,10,9694,3881
120447,wa1362,eqtpob34,서연서,920930,2396990,광주 남구,10,7675,3882
110487,guf1877,it439061,신준호,830331,1988054,광주 동구,10,5249,3885
121415,xe8385,ex269698,이서현,901130,2437490,광주 서구,10,1375,3889
110488,saxheu6460,za280146,유도훈,961870,1146442,광주 북구,10,9392,3891
110489,hukgur7282,ge749787,백준수,985067,1901867,광주 광산구,10,7970,3892
110490,kikded75,iwsaye42,우윤호,870831,1795150,광주 남구,10,6667,3893
120448,tuflev9116,ew224590,장나연,980630,2240390,광주 서구,10,5368,3895
120449,xivlis60,ej768953,양유진,911031,2253628,광주 북구,10,8902,3899
120450,di5576,uwzige88,조민서,951130,2536929,광주 광산구,10,8954,3901
110491,muk8208,ohrs7651,한은우,821031,1029900,광주 북구,10,7988,3905
120451,xuu2085,etewub61,오유정,920331,2414574,광주 남구,10,8431,3907
120452,silxoi6993,eg207154,윤지현,980731,2378708,광주 서구,10,8866,3909
110492,giymoj0683,ofsuyr19,백선우,811231,1731164,광주 광산구,10,5089,3910
110493,vom55448,ek401263,우정민,831231,1235798,대전 동구,10,5584,3911
110494,xi8973,ot195451,유윤재,850331,1494292,대전 서구,10,9872,3919
110495,gon08823,om176023,박승민,941031,1251138,대전 중구,10,8426,3922
110496,coy8338,oruj6586,허서진,940228,1050970,대전 대덕구,10,1419,3927
120453,hex9619,akulig70,권소민,850531,2380095,대전 대덕구,10,4514,3930
120454,tur0992,ejaizd37,송소민,830331,2316103,대전 동구,10,1721,3932
120455,we7196,irlsua98,나은서,911231,2617305,대전 유성구,10,4498,3932
120456,sip1153,us969454,오시아,850228,2509941,대전 대덕구,10,4640,3934
120457,ya9182,us969454,나지아,850228,2511764,대전 중구,10,3745,3935
121401,sil5854,elpxuu86,송채린,810630,2191712,대전 유성구,10,9009,3939
120458,doc4882,aftufq66,심사랑,800630,2351446,대전 중구,10,6950,3942
120459,doa6529,ufniro26,채민채,840930,2505993,대전 서구,10,3970,3944
110497,lij0755,akcniz43,이예준,801130,1479228,대전 유성구,10,3282,3945
110498,nu9245,in097838,유진우,820430,1556158,대전 동구,10,3088,3947
120460,mocmug5969,iw261910,백예린,821231,2692424,대전 중구,10,1441,3951
120461,qaa7765,ep082072,최유진,851031,2450360,대전 대덕구,10,9686,3960
120462,sen55294,ad197859,권승아,801031,2425204,대전 유성구,10,6881,3962
110499,lur3065,uz663162,권규민,910930,1431723,대전 서구,10,6895,3962
120463,diecoh3901,ub963605,양아린,861231,2877604,대전 유성구,10,2749,3963
120464,hoczom97,om728585,조규리,900430,2921154,대전 유성구,10,3379,3967
120465,mug2789,oz865422,나주하,870731,2614048,대전 중구,10,6157,3971
120466,kes9282,akbdov64,양주아,810228,2577312,대전 유성구,10,3358,3982
110500,fap94561,el267215,엄건우,990531,1227015,대전 동구,10,2560,3990
120467,le7213,ob076500,구시현,831231,2688807,대전 중구,10,1269,3996
120468,ser0075,olkzoa00,안승아,890228,2103576,대전 서구,10,5642,4001
120469,hutlul8872,anmqiw70,심소윤,840630,2347413,울산 북구,10,1994,4005
120470,xel3813,ugtwei16,송지원,891031,2678774,울산 남구,10,5192,4005
110501,hoc18238,ukjohu13,지시윤,880930,1169387,울산 동구,10,5702,4011
120471,rei8232,aydvac76,송하율,970831,2056115,울산 중구,10,9441,4012
120472,ziy5973,ajpluw11,박유빈,810630,2564125,울산 중구,10,4732,4014
110502,xob3324,umpzee31,진서준,960331,1813496,울산 남구,10,9295,4014
110503,guh1179,axvz0879,노준영,970430,1588399,울산 동구,10,8214,4018
110504,rorpor7935,ubsusr89,지현서,801130,1030956,울산 중구,10,5821,4019
120473,dux3682,uchgoq00,라지은,890630,2686310,울산 북구,10,3611,4023
120474,sov4770,osdyaz71,손다은,840731,2684276,울산 북구,10,9119,4024
120475,tun5648,ogcqej92,지수민,910430,2073380,울산 북구,10,1171,4029
110505,xiz5989,ip791598,노시원,860731,1443185,울산 북구,10,7891,4029
110506,zezkiz8235,ableqh14,구우진,930630,1923050,울산 중구,10,9989,4033
110507,fef8810,ikah2919,황지호,841231,1456723,울산 동구,10,9639,4037
110508,jar8369,ir993121,류예찬,960331,1764865,울산 남구,10,6681,4038
120476,vaf8162,okfqow03,오지우,940731,2396517,울산 북구,10,8838,4042
110509,ris9986,azcfez21,조하민,980331,1001723,울산 남구,10,6432,4051
110510,pop3138,om534879,문지안,811231,1480781,울산 남구,10,5086,4053
120477,faa8214,ixdqab40,노지연,870731,2195923,울산 남구,10,3505,4064
120478,maf9725,utijof65,구시은,991031,2581163,울산 북구,10,4291,4066
120479,wom81793,utlakz03,황세은,920731,2117713,울산 중구,10,8924,4066
120480,lot3333,ow936748,오규리,880430,2609914,울산 북구,10,1354,4070
120481,few4084,uf406014,한하율,810731,2201175,울산 남구,10,6993,4070
120482,jakcos1723,uf406014,배주하,810731,2204096,울산 동구,10,2348,4079
110511,nap40581,aj435534,백준영,941031,1721952,울산 중구,10,7537,4083
110512,duu3261,efnj8018,강지완,960331,1969013,세종 조치원읍,10,1462,4087
120483,nas1592,ivqqua82,진서아,930831,2319406,세종 종촌동,10,6792,4088
110513,bos8466,ud825449,오지완,811231,1380608,세종 보람동,10,7791,4091
110514,nos21350,asdutn97,우지우,910731,1815396,세종 소정면,10,5405,4096
110515,kid3676,avqdog28,심윤재,940930,1314205,세종 고운동,10,6896,4096
120484,nub9253,at586771,송지수,980630,2005449,세종 조치원읍,10,4641,4100
110516,zad66638,ic663826,진동현,890930,1529915,세종 소정면,10,7944,4101
120485,suones2790,ev591416,안소윤,870228,2138832,세종 부강면,10,9365,4102
110517,rui3953,iqht5444,심시우,991130,1809728,세종 아름동,10,1078,4111
120486,qitbaf65,epkinn50,허지안,961031,2272302,세종 조치원읍,10,3121,4112
120487,paw7220,ob156335,노세은,820831,2569381,세종 새롬동,10,5318,4114
120488,ruz6334,ob156335,임시아,820831,2276941,세종 종촌동,10,6238,4121
120489,xul2628,uh277370,조주하,911231,2831884,세종 부강면,10,4908,4125
110518,nao9157,ulczep41,조예준,960531,1201218,세종 부강면,10,5002,4128
110519,lua93797,advule51,조승우,900831,1235297,세종 전동면,10,7785,4130
120490,xaj9652,ujhaxi82,오예은,860930,2855606,세종 아름동,10,7940,4133
110520,qe3137,ul992098,진건우,920229,1284387,세종 한솔동,10,2686,4143
120491,ruj8120,oyhxuv85,진소연,860930,2344942,세종 전의면,10,9391,4143
110521,to3970,uh026840,윤하진,961231,1549477,세종 도담동,10,5657,4144
110522,sog79397,oj811068,이은우,820331,1384310,세종 소정면,10,8884,4146
